date,variant,omicron,lineage,omicron_time
2021-04-15,Gamma/P1,Other,P.1,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-15,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-20,Gamma/P1,Other,P.1,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-14,Gamma/P1,Other,P.1,Other
2021-03-30,Gamma/P1,Other,P.1.15,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-24,Alpha,Other,B.1.1.7,Other
2021-04-23,Gamma/P1,Other,P.1,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-24,Alpha,Other,B.1.1.7,Other
2021-04-24,Alpha,Other,B.1.1.7,Other
2021-01-13,B.1.177 (European),Other,B.1.177,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-28,Eta,Other,B.1.525,Other
2021-04-27,Eta,Other,B.1.525,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-27,Other,Other,B.1.1.397,Other
2021-04-28,Gamma/P1,Other,P.1.15,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-22,Other,Other,B.1.617.1,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-20,Alpha,Other,B.1.1.7,Other
2021-04-14,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-20,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-28,Gamma/P1,Other,P.1,Other
2021-04-28,Delta,Other,AY.17,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-27,Eta,Other,B.1.525,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-27,Eta,Other,B.1.525,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-23,Beta,Other,B.1.351,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-25,Alpha,Other,B.1.1.7,Other
2021-04-20,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-20,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-25,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-27,Iota,Other,B.1.621,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-14,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-20,Alpha,Other,B.1.1.7,Other
2021-04-14,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-22,Beta,Other,B.1.351,Other
2021-03-30,Alpha,Other,B.1.1.7,Other
2021-04-08,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-14,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-15,Alpha,Other,B.1.1.7,Other
2021-04-16,Other,Other,B,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-11,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-27,Beta,Other,B.1.351,Other
2021-02-13,B.1.177 (European),Other,B.1.177,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-28,Beta,Other,B.1.351,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-26,Beta,Other,B.1.351,Other
2021-04-27,Beta,Other,B.1.351,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-01-22,Alpha,Other,B.1.1.7,Other
2021-02-12,Alpha,Other,B.1.1.7,Other
2021-02-12,Alpha,Other,B.1.1.7,Other
2021-01-20,B.1.177 (European),Other,B.1.177,Other
2021-02-12,Alpha,Other,B.1.1.7,Other
2021-02-12,Alpha,Other,B.1.1.7,Other
2021-02-12,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-04-22,Gamma/P1,Other,P.1,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-12,Alpha,Other,B.1.1.7,Other
2021-04-23,Gamma/P1,Other,P.1,Other
2021-04-23,Beta,Other,B.1.351,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-23,Gamma/P1,Other,P.1,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-26,Gamma/P1,Other,P.1,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-04-29,Delta,Other,AY.55,Other
2021-04-29,Delta,Other,AY.55,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-29,Beta,Other,B.1.351,Other
2021-04-22,Alpha,Other,B.1.1.7,Other
2021-04-26,Iota,Other,B.1.526,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-05-05,Gamma/P1,Other,P.1,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,Q.1,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,Q.2,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-04-28,Alpha,Other,B.1.1.7,Other
2021-04-29,Beta,Other,B.1.351,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-04-20,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-23,Alpha,Other,B.1.1.7,Other
2021-04-30,Iota,Other,B.1.621,Other
2021-04-28,Iota,Other,B.1.621,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-04-27,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-04-13,Alpha,Other,B.1.1.7,Other
2021-04-19,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-01,Gamma/P1,Other,P.1,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-21,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-28,Gamma/P1,Other,P.1,Other
2021-04-18,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-04-30,Gamma/P1,Other,P.1,Other
2021-04-16,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-05-01,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-29,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-21,Gamma/P1,Other,P.1,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-30,Eta,Other,B.1.525,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-04-26,Gamma/P1,Other,P.1,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-04-28,Gamma/P1,Other,P.1,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-04-29,Beta,Other,B.1.351.2,Other
2021-04-21,Other,Other,C.37,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-09,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-06,Gamma/P1,Other,P.1,Other
2021-05-09,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-04-01,Gamma/P1,Other,P.1,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-09,Alpha,Other,B.1.1.7,Other
2021-05-05,Eta,Other,B.1.525,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-09,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-09,Alpha,Other,B.1.1.7,Other
2021-05-08,Delta,Other,AY.53,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Eta,Other,B.1.525,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-04-07,Gamma/P1,Other,P.1,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-04-12,Beta,Other,B.1.351,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-04-03,Gamma/P1,Other,P.1,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-04-26,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-03,Delta,Other,AY.42,Other
2021-05-12,Eta,Other,B.1.525,Other
2021-05-12,Other,Other,B.1.617.1,Other
2021-05-12,Alpha,Other,B.1.1.7,Other
2021-04-16,Beta,Other,B.1.351.2,Other
2021-05-12,Alpha,Other,B.1.1.7,Other
2021-05-06,Gamma/P1,Other,P.1,Other
2021-04-30,Gamma/P1,Other,P.1,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-12,Alpha,Other,B.1.1.7,Other
2021-05-12,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-13,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-04-09,Alpha,Other,B.1.1.7,Other
2021-05-03,Eta,Other,B.1.525,Other
2021-03-22,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-04-30,Alpha,Other,B.1.1.7,Other
2021-01-27,Other,Other,B.1.1.28,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-01-24,B.1.177 (European),Other,B.1.177,Other
2021-03-11,Other,Other,B.1.575,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-12,B.1.177 (European),Other,B.1.177,Other
2021-04-07,Other,Other,B.1.575.1,Other
2021-01-25,B.1,Other,B.1,Other
2021-03-19,Other,Other,B.1.575,Other
2021-04-28,Other,Other,A.27,Other
2021-01-25,B.1.177 (European),Other,B.1.177,Other
2021-01-22,B.1.177 (European),Other,B.1.177,Other
2021-01-22,B.1,Other,B.1.1,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-05-08,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-07,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-05-04,Alpha,Other,B.1.1.7,Other
2021-05-05,Alpha,Other,B.1.1.7,Other
2021-05-06,Alpha,Other,B.1.1.7,Other
2021-02-12,B.1.177 (European),Other,B.1.177,Other
2021-01-21,B.1.177 (European),Other,B.1.177,Other
2021-01-21,B.1.177 (European),Other,B.1.177,Other
2021-03-22,Other,Other,B.1.575,Other
2021-01-22,B.1,Other,B.1,Other
2021-01-23,Other,Other,B.1.416.1,Other
2021-01-14,B.1,Other,B.1.1,Other
2021-01-27,B.1.177 (European),Other,B.1.177,Other
2021-01-21,B.1.177 (European),Other,B.1.177,Other
2021-03-25,Other,Other,B.1.575,Other
2021-04-03,B.1.177 (European),Other,B.1.177,Other
2021-01-19,B.1.177 (European),Other,B.1.177,Other
2021-01-24,B.1.177 (European),Other,B.1.177,Other
2021-01-25,B.1,Other,B.1,Other
2021-02-12,B.1.177 (European),Other,B.1.177,Other
2021-01-25,B.1.177 (European),Other,B.1.177,Other
2021-04-16,B.1.177 (European),Other,B.1.177,Other
2021-01-26,B.1.177 (European),Other,B.1.177,Other
2021-02-15,B.1.177 (European),Other,B.1.177,Other
2021-01-26,B.1,Other,B.1.1,Other
2021-02-15,B.1.177 (European),Other,B.1.177,Other
2021-01-21,B.1.177 (European),Other,B.1.177,Other
2021-01-23,B.1.177 (European),Other,B.1.177,Other
2021-01-26,B.1.177 (European),Other,B.1.177,Other
2021-04-27,Other,Other,B.1.575.1,Other
2021-01-27,B.1.177 (European),Other,B.1.177,Other
2021-01-27,B.1,Other,B.1.1,Other
2021-03-02,Other,Other,B.1.575,Other
2021-01-23,B.1.177 (European),Other,B.1.177,Other
2021-04-06,B.1.177 (European),Other,B.1.177,Other
2021-05-08,Other,Other,B.1.575.1,Other
2021-04-26,B.1.177 (European),Other,B.1.177,Other
2021-03-01,Other,Other,B.1.575,Other
2021-05-03,Alpha,Other,B.1.1.7,Other
2021-01-13,B.1.177 (European),Other,B.1.177,Other
2021-04-23,Other,Other,B.1.575.1,Other
2021-02-12,Other,Other,B.1.221,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-18,Delta,Other,AY.98.1,Other
2021-07-19,Delta,Other,AY.42,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-19,Delta,Other,AY.6,Other
2021-07-06,Delta,Other,AY.43,Other
2021-07-11,Delta,Other,AY.43,Other
2021-07-17,Delta,Other,AY.5,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-17,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-08,Delta,Other,AY.6,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-08,Delta,Other,AY.43,Other
2021-07-06,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.5,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-10,Delta,Other,AY.43,Other
2021-07-18,Delta,Other,AY.98.1,Other
2021-07-17,Delta,Other,AY.43,Other
2021-07-18,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.42,Other
2021-07-19,Delta,Other,AY.43,Other
2021-07-18,Delta,Other,AY.43,Other
2021-07-17,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-03,Delta,Other,AY.43,Other
2021-07-09,Delta,Other,AY.43,Other
2021-07-12,Delta,Other,AY.125,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.42,Other
2021-07-19,Delta,Other,AY.43,Other
2021-07-17,Delta,Other,AY.42,Other
2021-07-06,Delta,Other,AY.43,Other
2021-07-02,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-09,Delta,Other,AY.42,Other
2021-07-06,Delta,Other,AY.43,Other
2021-07-10,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-19,Delta,Other,AY.43,Other
2021-07-18,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.42,Other
2021-07-11,Delta,Other,AY.43,Other
2021-07-13,Delta,Other,AY.43,Other
2021-07-13,Delta,Other,AY.43,Other
2021-07-13,Delta,Other,AY.42,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-01,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-15,Delta,Other,AY.42,Other
2021-07-10,Delta,Other,AY.42,Other
2021-07-11,Delta,Other,AY.43,Other
2021-07-11,Delta,Other,AY.4,Other
2021-07-13,Delta,Other,AY.122,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-07,Delta,Other,AY.6,Other
2021-07-15,Delta,Other,AY.5.4,Other
2021-07-16,Delta,Other,AY.5,Other
2021-07-12,Delta,Other,AY.43,Other
2021-07-10,Delta,Other,AY.125,Other
2021-07-05,Delta,Other,AY.6,Other
2021-07-15,Delta,Other,AY.42,Other
2021-07-16,Alpha,Other,B.1.1.7,Other
2021-07-12,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-07,Delta,Other,AY.42,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-12,Delta,Other,AY.53,Other
2021-07-11,Delta,Other,AY.43,Other
2021-07-06,Delta,Other,AY.125,Other
2021-07-09,Delta,Other,AY.43,Other
2021-07-15,Delta,Other,AY.43,Other
2021-07-11,Delta,Other,AY.43,Other
2021-07-15,Delta,Other,AY.43,Other
2021-07-09,Delta,Other,AY.43,Other
2021-07-07,Delta,Other,AY.125,Other
2021-07-08,Delta,Other,AY.43,Other
2021-07-11,Delta,Other,AY.42,Other
2021-07-14,Delta,Other,AY.43,Other
2021-07-13,Delta,Other,AY.43,Other
2021-07-08,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.43,Other
2021-07-21,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.42,Other
2021-07-21,Delta,Other,AY.9.2,Other
2021-07-22,Delta,Other,AY.125,Other
2021-07-21,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.42,Other
2021-07-16,Delta,Other,AY.42,Other
2021-07-20,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.98.1,Other
2021-07-13,Delta,Other,AY.43,Other
2021-07-06,Delta,Other,AY.42,Other
2021-07-20,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.125,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.125,Other
2021-06-29,Alpha,Other,B.1.1.7,Other
2021-07-22,Delta,Other,AY.98.1,Other
2021-07-15,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.42,Other
2021-07-17,Delta,Other,AY.43,Other
2021-07-15,Delta,Other,AY.42,Other
2021-07-22,Delta,Other,AY.43,Other
2021-07-16,Delta,Other,AY.43,Other
2021-07-22,Delta,Other,AY.43,Other
2021-07-22,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.43,Other
2021-07-22,Delta,Other,AY.43,Other
2021-07-22,Delta,Other,AY.42,Other
2021-07-21,Delta,Other,AY.43,Other
2021-07-20,Delta,Other,AY.42,Other
